Srno,uri,yield,calories,totalCO2Emissions,co2EmissionsClass,totalWeight,dietLabels,healthLabels,cautions,cuisineType,mealType,dishType
342,http://www.edamam.com/ontologies/edamam.owl#recipe_967f495729494dba89a7c6289190eea6,8,2138,NaN,NaN,1173.877375,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",south east asian,lunch/dinner,starter
343,http://www.edamam.com/ontologies/edamam.owl#recipe_bac46486d4b9409bad804999c22f4b32,4,813,NaN,NaN,921.5023061,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",south east asian,lunch/dinner,main course
344,http://www.edamam.com/ontologies/edamam.owl#recipe_ece7b1554ac6482b81471f2a50f64c7b,14,5118,3075.751238,C,2371.465312,LOW_FAT,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,snack,condiments and sauces
345,http://www.edamam.com/ontologies/edamam.owl#recipe_4e40f0bc07014538815954ab8eab7d5a,8,2033,1417.583997,C,524.5842,,"SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,biscuits and cookies
346,http://www.edamam.com/ontologies/edamam.owl#recipe_9c7e4dcbf5c5437f9a902b8028c1dd03,2,327,233.6812437,B,405.1974586,LOW_CARB,"SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,condiments and sauces
348,http://www.edamam.com/ontologies/edamam.owl#recipe_ea52c68021cc412385c4ae48f825d0f4,4,401,668.3202377,C,433.4626794,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,starter
350,http://www.edamam.com/ontologies/edamam.owl#recipe_0159f916da96489f84edbe8656709062,14,3789,6425.845148,D,847.1802083,LOW_SODIUM,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",french,lunch/dinner,desserts
351,http://www.edamam.com/ontologies/edamam.owl#recipe_7a63f68a37c64ea2918e7132827b56f6,4,481,1116.468013,C,842.0125711,BALANCED,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,condiments and sauces
388,http://www.edamam.com/ontologies/edamam.owl#recipe_a7b9aa68208a43fcad2533385767f89a,4,545,804.358101,C,576.7755648,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,french,lunch/dinner,starter
389,http://www.edamam.com/ontologies/edamam.owl#recipe_5270ad9d1d924f18befb8b0f2ff58f33,6,1466,5424.88874,E,1223.267058,BALANCED,"VEGETARIAN,PESCATARIAN,MEDITERRANEAN,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE,KOSHER","GLUTEN,WHEAT,SULFITES",italian,lunch/dinner,cereals
391,http://www.edamam.com/ontologies/edamam.owl#recipe_1031b185b504436faaa8db97fb720b51,6,1133,823.0119806,B,556.5560593,"BALANCED,HIGH_FIBER","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",TREE_NUTS,indian,lunch/dinner,starter
393,http://www.edamam.com/ontologies/edamam.owl#recipe_ff07c9eef06e4966868f1e0155a6d00c,2,335,NaN,NaN,337.5853375,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",middle eastern,lunch/dinner,main course
396,http://www.edamam.com/ontologies/edamam.owl#recipe_81207ae8fb9644a78880944abc3a50a7,6,1415,NaN,NaN,1522.809806,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,middle eastern,lunch/dinner,starter
399,http://www.edamam.com/ontologies/edamam.owl#recipe_5f1ee93576094f28bcbb6fda0b2a5064,10,2205,5199.230077,D,1257.337899,,"SUGAR_CONSCIOUS,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE",SULFITES,american,lunch/dinner,starter
402,http://www.edamam.com/ontologies/edamam.owl#recipe_80c152c9f8a243cb98ba4f9bb8758025,8,1830,12982.23597,F,1606.586987,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
404,http://www.edamam.com/ontologies/edamam.owl#recipe_d7253de4277f4efda7bcee6813b185e9,6,1296,7114.451509,E,758.4904676,LOW_CARB,"SUGAR_CONSCIOUS,KETO_FRIENDLY,PESCATARIAN,PALEO,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE",SULFITES,nordic,lunch/dinner,condiments and sauces
405,http://www.edamam.com/ontologies/edamam.owl#recipe_8dfa723a6af44c179d0210787fb26094,4,462,400.4941151,B,377.9581831,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,PALEO,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",,american,lunch/dinner,condiments and sauces
406,http://www.edamam.com/ontologies/edamam.owl#recipe_bd0ba7d411504887836c945e6b425997,2,157,777.7586693,D,374.3647275,LOW_FAT,"FAT_FREE,LOW_FAT_ABS,VEGETARIAN,PESCATARIAN,PALEO,SPECIFIC_CARBS,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,british,lunch/dinner,condiments and sauces
407,http://www.edamam.com/ontologies/edamam.owl#recipe_43618f75511440108866a4630508a5b4,4,389,740.571604,C,649.1147087,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,middle eastern,lunch/dinner,starter
409,http://www.edamam.com/ontologies/edamam.owl#recipe_937fe9b132a248db947af1ec81fce5ae,6,975,NaN,NaN,1716.588728,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",south east asian,lunch/dinner,starter
410,http://www.edamam.com/ontologies/edamam.owl#recipe_eb92973fb97e438faf61f2e879ce7754,6,1591,1726.934806,C,2948.975336,HIGH_FIBER,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,starter
411,http://www.edamam.com/ontologies/edamam.owl#recipe_29e126d6517f4cf1886613640b505df4,2,191,NaN,NaN,295.349677,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,american,lunch/dinner,condiments and sauces
412,http://www.edamam.com/ontologies/edamam.owl#recipe_93627142f4bc472080ab2bfd2b84b5d6,4,675,7766.996169,F,1052.805633,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,indian,lunch/dinner,condiments and sauces
414,http://www.edamam.com/ontologies/edamam.owl#recipe_014d39a5a7334844b98995d48cc0cdae,4,313,NaN,NaN,869.4508277,BALANCED,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",indian,lunch/dinner,condiments and sauces
415,http://www.edamam.com/ontologies/edamam.owl#recipe_e144f69066264907aff0e7690c4002e8,2,184,116.7750844,A,53.47072099,"LOW_CARB,LOW_SODIUM","SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,PALEO,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,starter
419,http://www.edamam.com/ontologies/edamam.owl#recipe_32e717666e10410bafe8e7886160837a,4,657,NaN,NaN,811.0290408,,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,american,lunch/dinner,main course
421,http://www.edamam.com/ontologies/edamam.owl#recipe_459f0d7fa82e459d90912a65facc3d7b,4,785,NaN,NaN,614.6353706,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",american,lunch/dinner,condiments and sauces
422,http://www.edamam.com/ontologies/edamam.owl#recipe_f351ed06a8304bda8a53c6da5a81eaae,10,3018,1060.181358,B,910.5270088,LOW_FAT,"LOW_FAT_ABS,SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,bread
424,http://www.edamam.com/ontologies/edamam.owl#recipe_1e750d3859fb43fa86d8115a30ff881a,6,1252,5804.583084,E,720.15,"LOW_CARB,LOW_SODIUM","SUGAR_CONSCIOUS,KETO_FRIENDLY,PALEO,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,american,lunch/dinner,main course
425,http://www.edamam.com/ontologies/edamam.owl#recipe_80f9755ed9a0424bae6962aba101b50a,6,868,2857.736924,D,1253.121337,,"VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,condiments and sauces
426,http://www.edamam.com/ontologies/edamam.owl#recipe_a20837e681924174aa69f2bc4b8cd28d,6,1039,3032.065777,D,909.9117648,LOW_SODIUM,"KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,italian,breakfast,cereals
429,http://www.edamam.com/ontologies/edamam.owl#recipe_5fcf8e43379a409e8022f03f826136f2,2,230,650.3161491,D,243.7985296,LOW_SODIUM,"LOW_FAT_ABS,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,indian,breakfast,cereals
431,http://www.edamam.com/ontologies/edamam.owl#recipe_9adc72983a0c4151b81b7d43fb4662ba,2,93,180.1193661,B,142.569175,"BALANCED,LOW_SODIUM","LOW_FAT_ABS,SUGAR_CONSCIOUS,KETO_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,french,lunch/dinner,starter
432,http://www.edamam.com/ontologies/edamam.owl#recipe_53a172430b014dc88fa7fc9c013646b1,6,1362,851.0249592,B,481,"HIGH_FIBER,LOW_SODIUM","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",south american,breakfast,desserts
436,http://www.edamam.com/ontologies/edamam.owl#recipe_33fa7020fd6f40f1827663178b7c48da,2,417,273.2893367,B,255.9833333,LOW_SODIUM,"LOW_POTASSIUM,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,french,lunch/dinner,desserts
437,http://www.edamam.com/ontologies/edamam.owl#recipe_ff07c2731a0b4182b86af4c9654d4d27,2,51,103.8398317,A,94.36854167,LOW_SODIUM,"LOW_FAT_ABS,SUGAR_CONSCIOUS,LOW_POTASSIUM,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",,american,lunch/dinner,salad
439,http://www.edamam.com/ontologies/edamam.owl#recipe_003cf1a63f85434dbdc8f2ebab66a69a,14,4120,3762.975692,C,2188.04497,,"SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,american,lunch/dinner,starter
440,http://www.edamam.com/ontologies/edamam.owl#recipe_ae10230892024451ab01690ac8e95f7f,6,1632,21967.40788,G,1645.46023,"HIGH_PROTEIN,LOW_CARB","SUGAR_CONSCIOUS,KETO_FRIENDLY,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,mediterranean,lunch/dinner,condiments and sauces
441,http://www.edamam.com/ontologies/edamam.owl#recipe_0da0c22ba1464350835bfd74c197427b,2,189,NaN,NaN,286.4136957,BALANCED,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,south east asian,lunch/dinner,condiments and sauces
443,http://www.edamam.com/ontologies/edamam.owl#recipe_63640c51b63243cea6c214a2ea803cf6,10,2288,3314.224982,D,509.2938868,,"SUGAR_CONSCIOUS,LOW_POTASSIUM,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,mediterranean,lunch/dinner,bread
