Srno,uri,yield,calories,totalCO2Emissions,co2EmissionsClass,totalWeight,dietLabels,healthLabels,cautions,cuisineType,mealType,dishType
1049,http://www.edamam.com/ontologies/edamam.owl#recipe_f1160ae17dfe4a80b2782e0e855a1d32,14,4554,7598.581292,D,1189.647059,LOW_SODIUM,"LOW_POTASSIUM,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",TREE_NUTS,indian,lunch/dinner,biscuits and cookies
1050,http://www.edamam.com/ontologies/edamam.owl#recipe_7a8610d03dc243d48665b83927a45f43,2,108,292.8300657,B,224.3505834,BALANCED,"LOW_FAT_ABS,SUGAR_CONSCIOUS,KETO_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,SPECIFIC_CARBS,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,condiments and sauces
1051,http://www.edamam.com/ontologies/edamam.owl#recipe_ce7613677785448c849367d961863be0,6,948,3954.315721,E,935.0529133,,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,SULPHITE_FREE,KOSHER","GLUTEN,WHEAT,SULFITES,FODMAP",italian,lunch/dinner,main course
1052,http://www.edamam.com/ontologies/edamam.owl#recipe_1bb40936de094507b504c8ac2f2a5ea7,2,190,329.3777138,C,305.172339,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER","GLUTEN,WHEAT,SULFITES",italian,lunch/dinner,starter
1054,http://www.edamam.com/ontologies/edamam.owl#recipe_a166a6138f544b648b53a472d625a684,4,903,258.0497698,A,388.965837,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,main course
1055,http://www.edamam.com/ontologies/edamam.owl#recipe_b637346b37d14410986311c273f43cd0,6,1552,5777.567325,E,640.9342763,HIGH_FIBER,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,
1056,http://www.edamam.com/ontologies/edamam.owl#recipe_25936962f2d747de90efa09e55ac70f9,4,475,10853.61409,G,507.575,LOW_CARB,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,indian,breakfast,condiments and sauces
1059,http://www.edamam.com/ontologies/edamam.owl#recipe_d5bc8b3550a645dba9e8370d6730c1ed,6,1367,589.2898162,B,480.4884355,,"KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,american,lunch/dinner,condiments and sauces
1060,http://www.edamam.com/ontologies/edamam.owl#recipe_d7eb623df029427baeb7c9ea8f1e505b,4,697,544.6043688,B,702.4333333,LOW_SODIUM,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",south east asian,lunch/dinner,main course
1063,http://www.edamam.com/ontologies/edamam.owl#recipe_4a76c4bc132b431ba39a32ccd63c1057,10,2582,21301.56023,F,1234.459916,,"GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE",,indian,lunch/dinner,starter
1065,http://www.edamam.com/ontologies/edamam.owl#recipe_04ea456336a74290af78820bc0d3cea9,4,782,911.3923712,C,711.9940431,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",TREE_NUTS,middle eastern,lunch/dinner,starter
1069,http://www.edamam.com/ontologies/edamam.owl#recipe_e7613622b5b54b86bcfa623a76ace699,6,1401,1111.992517,C,421.8215648,LOW_SODIUM,"VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",south american,lunch/dinner,main course
1072,http://www.edamam.com/ontologies/edamam.owl#recipe_eb7e1bfc2b19453cb811397aa9880239,4,803,1889.599212,D,765.7659984,"BALANCED,HIGH_FIBER","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,french,lunch/dinner,salad
1074,http://www.edamam.com/ontologies/edamam.owl#recipe_77454c921dad41c9a953dcb0405f4da3,6,1470,1262.513214,C,1550.669758,,"VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,
1077,http://www.edamam.com/ontologies/edamam.owl#recipe_487468a71bb54766b32db2fbb1d674c1,2,377,NaN,NaN,418.3286288,BALANCED,"VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,condiments and sauces
1078,http://www.edamam.com/ontologies/edamam.owl#recipe_4a6985e4b4ed4d94899ac4c157249221,6,1427,3247.5167,D,4935.002154,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,starter
1079,http://www.edamam.com/ontologies/edamam.owl#recipe_7badc6d458a144b59078b259e8cbc628,6,1039,1371.936695,C,1153.015871,"BALANCED,HIGH_FIBER","VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",middle eastern,lunch/dinner,starter
1081,http://www.edamam.com/ontologies/edamam.owl#recipe_590124b013574329bd5e747c310738c4,8,1896,1003.997622,B,680.9143071,,"SUGAR_CONSCIOUS,KIDNEY_FRIENDLY,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",TREE_NUTS,middle eastern,lunch/dinner,starter
1085,http://www.edamam.com/ontologies/edamam.owl#recipe_ee30612b027c43fbb6c7defa5520b361,4,610,5765.104541,F,425.55,,"LOW_POTASSIUM,KIDNEY_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER",SULFITES,indian,lunch/dinner,main course
1088,http://www.edamam.com/ontologies/edamam.owl#recipe_f2319b3a225b4f2ca050e4b970d37fee,6,1856,NaN,NaN,676.825919,"HIGH_FIBER,LOW_FAT","SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",mediterranean,lunch/dinner,
1090,http://www.edamam.com/ontologies/edamam.owl#recipe_32a3d903fd634118805294c2ed9ff454,6,1347,2063.896591,D,2678.06704,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,indian,lunch/dinner,condiments and sauces
1092,http://www.edamam.com/ontologies/edamam.owl#recipe_9aac31d9514a4496be8784dfc54950fa,6,1744,NaN,NaN,849.9984323,"HIGH_FIBER,LOW_FAT","SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,middle eastern,lunch/dinner,starter
1094,http://www.edamam.com/ontologies/edamam.owl#recipe_1ec2fc9c6644482f8a470115407ab893,6,1227,1205.159966,C,1508.547287,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,french,lunch/dinner,starter
1095,http://www.edamam.com/ontologies/edamam.owl#recipe_df8a11b13c1547398d1b33d43a3a5aa6,6,1136,1940.242635,D,3474.044844,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,middle eastern,lunch/dinner,starter
1096,http://www.edamam.com/ontologies/edamam.owl#recipe_654c80611f164732988d14c8b4789ed3,6,1111,2370.597012,D,2460.695778,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,american,lunch/dinner,main course
1097,http://www.edamam.com/ontologies/edamam.owl#recipe_c141dac30fdc4944bbc006fab6b43acd,2,257,NaN,NaN,490.3389271,"HIGH_FIBER,LOW_SODIUM","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,FODMAP",middle eastern,lunch/dinner,soup
1098,http://www.edamam.com/ontologies/edamam.owl#recipe_7f010f51102c4cfdb1963bdcde088e28,6,1301,821.6532631,B,661.362024,HIGH_FIBER,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",FODMAP,indian,lunch/dinner,
1101,http://www.edamam.com/ontologies/edamam.owl#recipe_6002bae1838846d7a745fb054132311a,4,487,NaN,NaN,677.7850572,,"VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",south east asian,lunch/dinner,condiments and sauces
1104,http://www.edamam.com/ontologies/edamam.owl#recipe_ef81ac17f1824ae19ea453bc8f06f4e0,4,983,1098.8924,C,897,"HIGH_FIBER,LOW_FAT","LOW_FAT_ABS,SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,FODMAP_FREE,KOSHER",FODMAP,american,breakfast,cereals
1106,http://www.edamam.com/ontologies/edamam.owl#recipe_e0d6f964b382495b88105d2a2340d28a,4,724,400.8792186,B,379.3504824,,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,mediterranean,lunch/dinner,starter
1107,http://www.edamam.com/ontologies/edamam.owl#recipe_e0f47a2a139f4cc4aa9912eb2c21b794,2,320,874.9591581,D,785.6564186,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,PALEO,SPECIFIC_CARBS,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,italian,lunch/dinner,starter
1108,http://www.edamam.com/ontologies/edamam.owl#recipe_163242d625a14ccaaadceaef29052743,4,769,NaN,NaN,379.846333,"HIGH_FIBER,LOW_FAT","LOW_FAT_ABS,SUGAR_CONSCIOUS,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","SULFITES,FODMAP",indian,lunch/dinner,main course
1109,http://www.edamam.com/ontologies/edamam.owl#recipe_a313bd1373eb4cad8b5d388e6edb4f6a,4,600,NaN,NaN,544.0929326,"HIGH_PROTEIN,LOW_CARB","SUGAR_CONSCIOUS,KETO_FRIENDLY,SPECIFIC_CARBS,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES,FODMAP",american,lunch/dinner,starter
1110,http://www.edamam.com/ontologies/edamam.owl#recipe_421769ca69d146e797d33033617e34d2,4,496,647.8565085,C,430.9621249,HIGH_FIBER,"SUGAR_CONSCIOUS,VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER","TREE_NUTS,SULFITES",american,lunch/dinner,starter
1111,http://www.edamam.com/ontologies/edamam.owl#recipe_bfab74c57d6a4debb7bfd04e62ef4550,4,876,502.8446972,B,599.1047149,,"VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,mexican,lunch/dinner,starter
1112,http://www.edamam.com/ontologies/edamam.owl#recipe_0ef485f6f10c43a195797f96347112ee,2,323,741.834156,D,668.1090408,"HIGH_FIBER,LOW_FAT","LOW_FAT_ABS,VEGAN,VEGETARIAN,PESCATARIAN,PALEO,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mediterranean,lunch/dinner,salad
1115,http://www.edamam.com/ontologies/edamam.owl#recipe_bc8e687e8e4e49878c29c7c7d12a0fad,4,830,877.442003,C,781.0491755,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",,mediterranean,lunch/dinner,
1116,http://www.edamam.com/ontologies/edamam.owl#recipe_544b9d67df214e9299a04db925dce879,6,1648,1274.406616,C,1249.459145,"BALANCED,HIGH_FIBER","VEGAN,VEGETARIAN,PESCATARIAN,MEDITERRANEAN,DASH,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_SUGAR_ADDED,SULPHITE_FREE,KOSHER",SULFITES,mexican,lunch/dinner,salad
1117,http://www.edamam.com/ontologies/edamam.owl#recipe_0ea8838d053240cdbcd007ffd9ad0067,4,600,1211.958392,D,831.0089021,HIGH_FIBER,"VEGAN,VEGETARIAN,PESCATARIAN,DAIRY_FREE,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,MILK_FREE,PEANUT_FREE,TREE_NUT_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,MUSTARD_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,NO_OIL_ADDED,KOSHER","GLUTEN,WHEAT,SULFITES,FODMAP",indian,lunch/dinner,bread
1118,http://www.edamam.com/ontologies/edamam.owl#recipe_3ac0a8a0517f4be08d2fcb3a287cb732,4,374,1811.414991,D,693.0844899,"BALANCED,HIGH_FIBER","KETO_FRIENDLY,VEGETARIAN,PESCATARIAN,GLUTEN_FREE,WHEAT_FREE,EGG_FREE,PEANUT_FREE,TREE_NUT_FREE,SOY_FREE,FISH_FREE,SHELLFISH_FREE,PORK_FREE,RED_MEAT_FREE,CRUSTACEAN_FREE,CELERY_FREE,SESAME_FREE,LUPINE_FREE,MOLLUSK_FREE,ALCOHOL_FREE,KOSHER",SULFITES,indian,lunch/dinner,starter
